,Unnamed: 0,org_sent,processed_sent,service,room,loc
236,236,Groupon will hit you for a booking fee and the hotel hits u for city hotel tax.,groupon will hit you for a booking fee and the hotel hits u for city hotel tax,0.001,0.32976651191711426,0.001
237,237,"Check in was quite long of a wait, elevators seemed to work very slowly.","check in was quite long of a wait, elevators seemed to work very slowly",0.001,0.001,0.001
238,238,I had a very loud neighbor that talked until 2 - 3 in the morning.,i had a very loud neighbor that talked until 2 - 3 in the morning,0.001,0.001,0.20036980509757996
239,239,"Hoping that they would settle down, that did not happen.","hoping that they would settle down, that did not happen",0.001,0.001,0.001
240,240,I did contact security and they did handle it- within 30 - 40 minute window,i did contact security and they did handle it- within 30 - 40 minute window,0.001,0.001,0.2756046950817108
241,241,Rooms were clean.,rooms were clean,0.001,0.7229588031768799,0.001
242,242,Close to all activities in the area including restaurants.,close to all activities in the area including restaurants,0.001,0.001,0.4026442766189575
243,243,The only thing we did not expect was a total of $89.00 facility fee which I was not told about before booking.,the only thing we did not expect was a total of $8900 facility fee which i was not told about before booking,0.001,0.001,0.001
244,244,Great location and comfortable beds,great location and comfortable beds,0.001,0.521579384803772,0.34462448954582214
245,245,Hotel is in a great location,hotel is in a great location,0.001,0.001,0.001
246,246,It was also very clean.,it was also very clean,0.001,0.7210461497306824,0.001
247,247,I loved that the hotel was close to everything.,i loved that the hotel was close to everything,0.001,0.001,0.44348418712615967
248,248,Check in was easy and painless.,check in was easy and painless,0.5416519641876221,0.001,0.2916591167449951
249,249, otherwise farely clean.,otherwise farely clean,0.001,0.38983163237571716,0.001
250,250,The bathroom mirror could use some fixing the silver mirror like base was coming off and you could see a brown based glue that was used to seal it together.,the bathroom mirror could use some fixing the silver mirror like base was coming off and you could see a brown based glue that was used to seal it together,0.001,0.28912433981895447,0.001
251,251,Bathroom could have been a little cleaner.,bathroom could have been a little cleaner,0.001,0.4945424497127533,0.001
252,252,The location was perfect for us.,the location was perfect for us,0.001,0.001,0.7226979732513428
253,253,The hotel was near everywhere we wanted to go.,the hotel was near everywhere we wanted to go,0.001,0.001,0.8605470657348633
254,254,Easy check-in process,easy check-in process,0.001,0.001,0.29170510172843933
255,255,"was clean, nice looking, convenient, inexpensive, easy transition for check in and check in of bags.","was clean, nice looking, convenient, inexpensive, easy transition for check in and check in of bags",0.001,0.001,0.40746673941612244
256,256,Only negative I would have to say is the hallway is a little tight.,only negative i would have to say is the hallway is a little tight,0.001,0.001,0.001
257,257,We had a 2 bed bit for 4 people we would have preferred a little more room.,we had a 2 bed bit for 4 people we would have preferred a little more room,0.001,0.37579837441444397,0.001
258,258,We were supposed to have a city view room!,we were supposed to have a city view room!,0.001,0.41379278898239136,0.001
259,259,Location - close to all NYC has to offfer,location - close to all nyc has to offfer,0.001,0.001,0.7240526676177979
260,260,Access to Time Square and City Kitche,access to time square and city kitche,0.5847950577735901,0.001,0.001
261,261,There's a bar in the hotel and city kitchen is connected to the hotel.,there's a bar in the hotel and city kitchen is connected to the hotel,0.001,0.001,0.001
262,262,Great location and hotel room very clean,great location and hotel room very clean,0.001,0.435485303401947,0.45273223519325256
263,263,"In the theater district, walking distance to Radio City, Time Square and Rockefeller Center.","in the theater district, walking distance to radio city, time square and rockefeller center",0.001,0.001,0.8341739177703857
264,264,Plus subway 1 block away to get to anywhere else you wanted to go.,plus subway 1 block away to get to anywhere else you wanted to go,0.001,0.001,0.6853477954864502
265,265,The location & ambience - hip and dynamic!,the location & ambience - hip and dynamic!,0.001,0.001,0.5420209765434265
266,266,comfortable and room had good storage space for clothes and accessories,comfortable and room had good storage space for clothes and accessories,0.001,0.7550487518310547,0.001
267,267,:) I can not say enough about how wonderful this hotel is!,:) i can not say enough about how wonderful this hotel is!,0.001,0.001,0.001
268,268,Living on Long Island I never HAVE to stay in NYC ,living on long island i never have to stay in nyc,0.001,0.001,0.001
269,269,This will ALWAYS be my hotel choice and I suggest you try it out!,this will always be my hotel choice and i suggest you try it out!,0.001,0.001,0.001
270,270,right near theater district and restaurants,right near theater district and restaurants,0.001,0.001,0.8608986139297485
271,271,We had two beds.,we had two beds,0.001,0.722545325756073,0.001
272,272,felt brand new in a great location,felt brand new in a great location,0.001,0.001,0.001
273,273,"Location, lobby ammenities","location, lobby ammenities",0.001,0.5406647324562073,0.291551411151886
274,274,location is great for the broadway shows,location is great for the broadway shows,0.001,0.001,0.632926344871521
275,275,"the view form the room was nice, everything else was pretty subpar.","the view form the room was nice, everything else was pretty subpar",0.001,0.46609020233154297,0.001
276,276,and there were stains all over the bathtub which was fairly gross.,and there were stains all over the bathtub which was fairly gross,0.001,0.8336146473884583,0.001
277,277,Our room was ready upon check in and every clean.,our room was ready upon check in and every clean,0.001,0.001,0.001
278,278,"the hotel is on a great spot, the lobby is cool ","the hotel is on a great spot, the lobby is cool",0.001,0.3401546776294708,0.2605137228965759
279,279,"the bed is very low to the floor, the tub was filthy and housekeeping will keep you up all morning being very loud.","the bed is very low to the floor, the tub was filthy and housekeeping will keep you up all morning being very loud",0.001,0.45128875970840454,0.001
280,280,Friendly check in staff.,friendly check in staff,0.7921716570854187,0.001,0.001
281,281,Decent sized rooms with all the basics.,decent sized rooms with all the basics,0.001,0.6335369944572449,0.001
282,282,"Location, location, location.","location, location, location",0.001,0.001,0.7921341061592102
283,283,"The hotel associate, Reina, was very nice and helpful: my mom and I were able to get into the room earlier and that really made our trip more enjoyable and smooth.","the hotel associate, reina, was very nice and helpful: my mom and i were able to get into the room earlier and that really made our trip more enjoyable and smooth",0.001,0.001,0.001
284,284,I can't say enough about it.,i can't say enough about it,0.001,0.001,0.001
285,285,"Second time here,and already have a reservation for January.","second time here,and already have a reservation for january",0.001,0.001,0.001
286,286,Love the way they updated an older building.,love the way they updated an older building,0.001,0.517855703830719,0.001
287,287,"Check in was easy, room was nice with view if several Broadway theaters.","check in was easy, room was nice with view if several broadway theaters",0.001,0.3636150062084198,0.3718056380748749
288,288,Will definitely stay there again.,will definitely stay there again,0.001,0.001,0.001
289,289,Loved how it was so close to everything in the city!,loved how it was so close to everything in the city!,0.001,0.001,0.5575047135353088
290,290,Was very pleased with the hotel and the convenience of location,was very pleased with the hotel and the convenience of location,0.001,0.001,0.001
291,291,Would stay there again particularly for that price!,would stay there again particularly for that price!,0.001,0.2916034758090973,0.001
292,292,"rot problems with molding just covered in paint), ","rot problems with molding just covered in paint),",0.001,0.5259104371070862,0.001
293,293, it didn't really bother us.,it didn't really bother us,0.001,0.001,0.001
294,294,I can just foresee these flaws coming up as bigger problems down the road because they were simply ignored.,i can just foresee these flaws coming up as bigger problems down the road because they were simply ignored,0.001,0.001,0.001
295,295,"Very Nice, Smells Great and Looks Clean","very nice, smells great and looks clean",0.001,0.721398651599884,0.001
296,296,Rooms were super small ,rooms were super small,0.001,0.7913206219673157,0.001
297,297,"I really thought that it was wonderful, the rooms were a little small ","i really thought that it was wonderful, the rooms were a little small",0.001,0.4425041377544403,0.001
298,298, everything was really nice.,everything was really nice,0.001,0.7904441356658936,0.001
299,299,please fix the AC in the hallways!,please fix the ac in the hallways!,0.001,0.001,0.001
300,300,We really enjoyed our stay at The Milford.,we really enjoyed our stay at the milford,0.001,0.001,0.001
301,301,The only thing I didn't like was how small the rooms were ,the only thing i didn't like was how small the rooms were,0.001,0.4549356698989868,0.001
302,302,"Although the rooms were small, we found we had everything we need and all the decor and fixtures were new, modern, and very much appreciated.","although the rooms were small, we found we had everything we need and all the decor and fixtures were new, modern, and very much appreciated",0.001,0.6361910104751587,0.001
303,303,"We particularly liked the large TV, although allowing it to tilt or turn a bit would help that small room out a lot.","we particularly liked the large tv, although allowing it to tilt or turn a bit would help that small room out a lot",0.001,0.5497427582740784,0.001
304,304,The updating was done with excellent taste and made us feel very comfortable.,the updating was done with excellent taste and made us feel very comfortable,0.3834303617477417,0.33967941999435425,0.001
305,305,We would suggest a little more sound proofing as we were awoken by sounds in the hall a few times.,we would suggest a little more sound proofing as we were awoken by sounds in the hall a few times,0.001,0.001,0.001
306,306,We would recommend this hotel to those who want a fantastic location and all the modern comforts of a hotel ,we would recommend this hotel to those who want a fantastic location and all the modern comforts of a hotel,0.001,0.001,0.001
307,307,When I was staying at the Milford hotel there was construction going on which was fine because where my room was it was very quiet.,when i was staying at the milford hotel there was construction going on which was fine because where my room was it was very quiet,0.001,0.3638544976711273,0.001
308,308,I do have one complaint though.,i do have one complaint though,0.001,0.001,0.001
309,309,Every time I called the front desk there was no answer.. Every time!,every time i called the front desk there was no answer every time!,0.30483388900756836,0.001,0.001
310,310,It was very annoying after the first 10 times so I walked down to the front desk and when I asked why there was no answer the girl told me it was because they were busy which was funny to me because there was no one at the desk ,it was very annoying after the first 10 times so i walked down to the front desk and when i asked why there was no answer the girl told me it was because they were busy which was funny to me because there was no one at the desk,0.001,0.001,0.001
311,311, other than that I did enjoy the room and the theme.,other than that i did enjoy the room and the theme,0.001,0.2913634181022644,0.001
312,312,Would be nice if you offered some smoking rooms,would be nice if you offered some smoking rooms,0.001,0.38000407814979553,0.001
313,313,Horrible customer service,horrible customer service,0.7912868857383728,0.001,0.001
314,314,At 10am they had a fire drill woke us up !,at 10am they had a fire drill woke us up !,0.001,0.001,0.001
315,315,Please cancel my reservation,please cancel my reservation,0.4998056888580322,0.001,0.001
316,316,Say there going too fix situation room was so hot and sent worker up too fix 1AM was in and out for hour and work up 7AM was so hot wasn't funny!!!,say there going too fix situation room was so hot and sent worker up too fix 1am was in and out for hour and work up 7am was so hot wasn't funny!!,0.001,0.001,0.001
317,317,Been there 4 or 5 times and would sleep in my car before ever staying there again..!,been there 4 or 5 times and would sleep in my car before ever staying there again!,0.001,0.001,0.001
318,318,"Becareful if booking when you checkout because they charged for hotel fee, parking, ","becareful if booking when you checkout because they charged for hotel fee, parking,",0.001,0.001,0.27832964062690735
319,319,Over last year manager has changed everytime checking in.,over last year manager has changed everytime checking in,0.001,0.001,0.001
320,320,Another party was complaining during checkout that room was dirty and had used condoms in drawer!!!,another party was complaining during checkout that room was dirty and had used condoms in drawer!!,0.001,0.001,0.001
321,321,The room was so cold and heater was not working.,the room was so cold and heater was not working,0.001,0.001,0.001
322,322,"After a guy fixed it, it made noisy sound throughout the night.","after a guy fixed it, it made noisy sound throughout the night",0.001,0.001,0.001
323,323, the staff was extremely rude when we called for a late check out!,the staff was extremely rude when we called for a late check out!,0.5301556587219238,0.001,0.001
324,324,She simple screamed NO and hung up.,she simple screamed no and hung up,0.5426321625709534,0.2911396324634552,0.001
325,325,It's a Monday how come we can't stay till 3?,it's a monday how come we can't stay till 3?,0.001,0.001,0.001
326,326,Check in is not till 4 and our flights not till tonight.,check in is not till 4 and our flights not till tonight,0.001,0.001,0.27243590354919434
327,327,Nope they would not accommodate this.,nope they would not accommodate this,0.001,0.001,0.001
328,328,"Won't stay here again Oh yea an the resort fee is upwards $50, not worth it","won't stay here again oh yea an the resort fee is upwards $50, not worth it",0.001,0.001,0.001
329,329,I arrived in the evening time and the guy standing outside watching me take all of my bags out of my car including one that was completely ripped and he watch me walk all the way upstairs with them instead of offering me help.,i arrived in the evening time and the guy standing outside watching me take all of my bags out of my car including one that was completely ripped and he watch me walk all the way upstairs with them instead of offering me help,0.001,0.001,0.001
330,330,While I was checking out one of your hallway service people ask my wife if she was homeless.,while i was checking out one of your hallway service people ask my wife if she was homeless,0.001,0.001,0.001
331,331,Some people just need to be better about people skills.,some people just need to be better about people skills,0.8609334230422974,0.001,0.001
332,332,"Noticed our toilet making a loud noise hours after we had used it and a few minutes later there was sewage in our bath tub, so, needless to say we did not take a shower.","noticed our toilet making a loud noise hours after we had used it and a few minutes later there was sewage in our bath tub, so, needless to say we did not take a shower",0.001,0.001,0.001
333,333,"The room also, was not cleaned well and their was dust and dirt everywhere.","the room also, was not cleaned well and their was dust and dirt everywhere",0.001,0.3246086835861206,0.001
334,334,The rooms are also the smallest hotel rooms I have ever seen and finding your room is a feat.,the rooms are also the smallest hotel rooms i have ever seen and finding your room is a feat,0.001,0.4359622895717621,0.001
335,335,"Very dirty, lobby, rooms, furnature was old and worn.Elevator was suppose to be being checked and would be down 5 mins.","very dirty, lobby, rooms, furnature was old and wornelevator was suppose to be being checked and would be down 5 mins",0.001,0.3710557818412781,0.001
336,336,"thirty minutes later it was still down, we had to ride a service elevator that stopped at every floor.","thirty minutes later it was still down, we had to ride a service elevator that stopped at every floor",0.001,0.001,0.2113099992275238
337,337,This made us miss the first thirty minutes of show.,this made us miss the first thirty minutes of show,0.5373149514198303,0.001,0.001
338,338,"By the time we arrived on the lobby floor from service elevator, my make up was running off my face, and our clothes was wet!","by the time we arrived on the lobby floor from service elevator, my make up was running off my face, and our clothes was wet!",0.001,0.001,0.001
339,339,"This hotel is worst than a one star hotel, rooms are very small, behind the bed and night stand was very dirty, bathroom is very outdated, plus they changed you 30 dollars + tax per day for wifi and phone use, mandatory, I will never use this hotel again, Luis Portal","this hotel is worst than a one star hotel, rooms are very small, behind the bed and night stand was very dirty, bathroom is very outdated, plus they changed you 30 dollars + tax per day for wifi and phone use, mandatory, i will never use this hotel again, luis portal",0.001,0.001,0.001
340,340,The housekeeper kept harassing us since 9 am trying to rush rooms cleaned when check out us at 12 !,the housekeeper kept harassing us since 9 am trying to rush rooms cleaned when check out us at 12 !,0.001,0.001,0.001
341,341,"Knocking on the door at 9 Am after I just told her I'm leaving at check out time , then giving me attitude pointing at her watch like hurry up ..never again ..","knocking on the door at 9 am after i just told her i'm leaving at check out time , then giving me attitude pointing at her watch like hurry up never again ",0.001,0.001,0.001
342,342,I paid just as much money as the next guest !,i paid just as much money as the next guest !,0.001,0.001,0.001
343,343,Groupon is a rip-off and this hotel is absolutely horrible!!!!,groupon is a rip-off and this hotel is absolutely horrible!!!,0.001,0.001,0.001
344,344,They put me in the wrong room and when they tried to give me another room for the inconvenience there was someone already staying there.,they put me in the wrong room and when they tried to give me another room for the inconvenience there was someone already staying there,0.001,0.001,0.001
345,345,They blamed Groupon for sending the wrong room information ,they blamed groupon for sending the wrong room information,0.001,0.001,0.001
346,346, l never experienced a hotel more disorganized than this.,l never experienced a hotel more disorganized than this,0.001,0.001,0.001
347,347,The room was tiny with a small little window facing an old dirty generator.,the room was tiny with a small little window facing an old dirty generator,0.001,0.6469758749008179,0.001
348,348,The room smacked us in the face with the smell of mildew.,the room smacked us in the face with the smell of mildew,0.001,0.4754478335380554,0.001
349,349,There minimalist style was taken a little far when my husband and I were given 1 towel to wash with and a TV w/ no remote.,there minimalist style was taken a little far when my husband and i were given 1 towel to wash with and a tv w/ no remote,0.001,0.44034138321876526,0.001
350,350,I figure they felt the room was so small we could change the channel from our bed.,i figure they felt the room was so small we could change the channel from our bed,0.001,0.5336561799049377,0.001
351,351,The room was exceedingly small.,the room was exceedingly small,0.29102152585983276,0.54246985912323,0.001
352,352,The bed was in an awkward position that makes it impossible for the second person to get up without rolling on top of the first person or risk walking into the TV.,the bed was in an awkward position that makes it impossible for the second person to get up without rolling on top of the first person or risk walking into the tv,0.001,0.001,0.001
353,353,I never took my shoes off except to bathe.,i never took my shoes off except to bathe,0.001,0.001,0.001
354,354,Fortunately it was only 1 night.,fortunately it was only 1 night,0.001,0.001,0.001
355,355,Would absolutely never recommend it.,would absolutely never recommend it,0.001,0.001,0.001
356,356,We ended up with 4 people and 2 twin beds.,we ended up with 4 people and 2 twin beds,0.001,0.4337080419063568,0.001
357,357,"The hotel had my reservation under my email so around 11:30pm, the hotel decided they needed to dispatch security who was beating on my door demanding my name and refused to show any ID.","the hotel had my reservation under my email so around 11:30pm, the hotel decided they needed to dispatch security who was beating on my door demanding my name and refused to show any id",0.4673927426338196,0.001,0.001
358,358,They later called up until 1am for my credit card info again.,they later called up until 1am for my credit card info again,0.001,0.001,0.001
359,359,Room was ridiculously small.,room was ridiculously small,0.29153215885162354,0.5420774221420288,0.001
360,360,To top it all off I was not refunded any money paid for the deluxe room .,to top it all off i was not refunded any money paid for the deluxe room ,0.001,0.001,0.001
361,361,"Over priced, hidden fees, small rooms, mediocre staff.","over priced, hidden fees, small rooms, mediocre staff",0.2708093822002411,0.3956339955329895,0.001
362,362,"the rooms look as though they were cut in half, 4 elevators were not working had to wait over 20mins to get on an elevator, also were not able to check in until 4:00pm and were asked to check out at 12:00pm losing approximately 4hrs.","the rooms look as though they were cut in half, 4 elevators were not working had to wait over 20mins to get on an elevator, also were not able to check in until 4:00pm and were asked to check out at 12:00pm losing approximately 4hrs",0.001,0.001,0.001
363,363,"Bad experience Groupon according to the hotel over sold there allotted block of rooms causing my room to be downgraded and me and my fiancé having to sleep in separate twin beds, I paid for a deluxe room with a city view and what I received was a room in the back of nowhere with 2 twin beds ruined our weekend","bad experience groupon according to the hotel over sold there allotted block of rooms causing my room to be downgraded and me and my fiancé having to sleep in separate twin beds, i paid for a deluxe room with a city view and what i received was a room in the back of nowhere with 2 twin beds ruined our weekend",0.001,0.34918078780174255,0.001
364,364,i actually love the hotel ,i actually love the hotel,0.001,0.001,0.001
365,365, on this trip we got there and were told they were booked and i couldnt stay there meanwhile i made these reservation over three months ago.,on this trip we got there and were told they were booked and i couldnt stay there meanwhile i made these reservation over three months ago,0.001,0.001,0.001
366,366,When I arrived at the hotel after parking my vehicle the hotel informed me that they were overbooked and I did not have a room there.,when i arrived at the hotel after parking my vehicle the hotel informed me that they were overbooked and i did not have a room there,0.001,0.001,0.27417898178100586
367,367,They informed me I was being relocated to the Stewart Hotel.,they informed me i was being relocated to the stewart hotel,0.001,0.3889755606651306,0.001
368,368,"This hotel was 10 block away, I had to walk with my luggage to the new location.","this hotel was 10 block away, i had to walk with my luggage to the new location",0.001,0.001,0.6401448845863342
369,369,While the Stewart Hotel was nice this was not in the area I wanted to stay.,while the stewart hotel was nice this was not in the area i wanted to stay,0.001,0.001,0.001
370,370,I would not have booked this trip if I knew I was being relocated to a different hotel.,i would not have booked this trip if i knew i was being relocated to a different hotel,0.001,0.001,0.001
371,371,"ROW NYC also should have informed me prior to my arrival that they were over booked, they also offered nothing for this inconvenience.","row nyc also should have informed me prior to my arrival that they were over booked, they also offered nothing for this inconvenience",0.001,0.001,0.001
372,372,I'd love to be able to review this ,i'd love to be able to review this,0.001,0.001,0.001
373,373,"After a 6 hr flight to get here, we were sent packing to another hotel.","after a 6 hr flight to get here, we were sent packing to another hotel",0.001,0.001,0.001
374,374,Our friends did stay her (which split up our party).,our friends did stay her (which split up our party),0.001,0.001,0.001
375,375,It was one of the worst days of my entire life never have I felt so comfortable in the lobby know for over two hours everything was out-of-control they gave me a double bed instead of a queen size bed everything is well no one could follow instructions,it was one of the worst days of my entire life never have i felt so comfortable in the lobby know for over two hours everything was out-of-control they gave me a double bed instead of a queen size bed everything is well no one could follow instructions,0.001,0.3715616464614868,0.001
376,376,It was the worst day of my entire life never ever what I ask anyone or tell anybody over for anybody to this hotel they had me in the hallway for over two hours,it was the worst day of my entire life never ever what i ask anyone or tell anybody over for anybody to this hotel they had me in the hallway for over two hours,0.001,0.001,0.001
377,377,It was very dirty and poorly maintained.,it was very dirty and poorly maintained,0.001,0.792162299156189,0.001
378,378,There was dry paint all over the room.,there was dry paint all over the room,0.001,0.5422033071517944,0.001
379,379,The corners of the room were not clean and the bathroom window had mold all over it.,the corners of the room were not clean and the bathroom window had mold all over it,0.001,0.6446400880813599,0.001
380,380,Also the common areas weren't that great either.,also the common areas weren't that great either,0.001,0.001,0.001
381,381,Rude staff To hot in room no control over heat,rude staff to hot in room no control over heat,0.001,0.5279027819633484,0.001
382,382,I paid for a queen and received a full and group on says too bad.,i paid for a queen and received a full and group on says too bad,0.001,0.001,0.001
383,383,BEWARE AND USE PRICELINE.,beware and use priceline,0.001,0.001,0.001
384,384,We were very disappointed with both the service & the room here.,we were very disappointed with both the service & the room here,0.001,0.29132208228111267,0.001
385,385,"We arrived early, at 9 am, so the receptionist told us that we would receive an email when our room was ready.","we arrived early, at 9 am, so the receptionist told us that we would receive an email when our room was ready",0.001,0.001,0.001
386,386,"After finally getting into our room, it was nothing as described, dirty, moldy and much smaller than it appeared in pictures.","after finally getting into our room, it was nothing as described, dirty, moldy and much smaller than it appeared in pictures",0.001,0.5039585828781128,0.001
387,387,"Room was very small, not overly clean,outdated and loud","room was very small, not overly clean,outdated and loud",0.001,0.38918226957321167,0.001
388,388,Very busy lobby Room could use some dusting Small room Good location & nice little food court next to it,very busy lobby room could use some dusting small room good location & nice little food court next to it,0.001,0.2994990050792694,0.3008219599723816
389,389,The only advantage of this hotel is the location..,the only advantage of this hotel is the location,0.001,0.001,0.5408043265342712
390,390,"The room was small, dirty and the so called city view was just not existed!!","the room was small, dirty and the so called city view was just not existed!",0.001,0.5707120299339294,0.001
391,391,"Furthermore, the window didn't close how it should be so it was very loud during the whole night!","furthermore, the window didn't close how it should be so it was very loud during the whole night!",0.001,0.001,0.001
392,392,I was convinced by my friend who I was traveling with to book this place and I ended up regretting it.,i was convinced by my friend who i was traveling with to book this place and i ended up regretting it,0.001,0.001,0.001
393,393,I recommend booking a room further out from Times Square.,i recommend booking a room further out from times square,0.001,0.001,0.001
394,394,Found roaches in the room.,found roaches in the room,0.001,0.001,0.001
395,395,Much better places to stay around Times Square at the same price or better.,much better places to stay around times square at the same price or better,0.001,0.001,0.001
396,396,Tiny overpriced room,tiny overpriced room,0.001,0.001,0.001
397,397,It was hot and musty in the hallways,it was hot and musty in the hallways,0.001,0.001,0.001
