,Unnamed: 0,Unnamed: 0.1,org_sent,processed_sent,service,room,loc,prob_service,prob_room,prob_loc,pred_service,pred_room,pred_loc
148,148,148,It was our first time in New York and we drove there.,it was our first time in new york and we drove there,0.001,0.001,0.001,0.9173989,0.89973474,0.9079348,0.001,0.001,0.001
149,149,149,"There's a car park around the corner and because we stayed at the hotel, we got $20 off the 2 night parking.","there's a car park around the corner and because we stayed at the hotel, we got $20 off the 2 night parking",0.001,0.001,0.579545259475708,0.94690627,0.93426025,0.9152707,0.001,0.001,0.579545259475708
150,150,150,"Modern, clean, cocktail lounge, food court in lobby, great stadium seating in those areas for people watching in the lobby and outside the windows.","modern, clean, cocktail lounge, food court in lobby, great stadium seating in those areas for people watching in the lobby and outside the windows",0.001,0.4202100932598114,0.20897582173347476,0.94984066,0.926537,0.9543578,0.001,0.4202100932598114,0.20897582173347476
151,151,151,Rooms were nice and clean.,rooms were nice and clean,0.001,0.7919674515724182,0.001,0.84070873,0.94848204,0.924935,0.001,0.7919674515724182,0.001
152,152,152,The bed was comfortable and the view of the city from our room was beautiful.,the bed was comfortable and the view of the city from our room was beautiful,0.001,0.8808413743972778,0.001,0.9467638,0.9706406,0.93329525,0.001,0.8808413743972778,0.001
153,153,153, we stayed for only one night so it was just enough space for us.,we stayed for only one night so it was just enough space for us,0.001,0.29112935066223145,0.001,0.893686,0.9089159,0.88220596,0.001,0.29112935066223145,0.001
154,154,154,"Friendly staff,food court.","friendly staff,food court",0.4337738752365112,0.001,0.23313891887664795,0.8659847,0.89842474,0.91233045,0.4337738752365112,0.001,0.23313891887664795
155,155,155,"Convenient location, very helpful staff, and the elevator system was new to me ","convenient location, very helpful staff, and the elevator system was new to me",0.3770217895507813,0.001,0.2937377691268921,0.9763068,0.9570421,0.94903064,0.3770217895507813,0.001,0.2937377691268921
156,156,156,Rooms were very clean.,rooms were very clean,0.001,0.7229593396186829,0.001,0.8659847,0.89842474,0.91233045,0.001,0.7229593396186829,0.001
157,157,157,The location was great and the staff was great.,the location was great and the staff was great,0.001,0.001,0.6327956914901733,0.9800505,0.97436076,0.95013064,0.001,0.001,0.6327956914901733
158,158,158,Check in and check out (by phone) was super easy.,check in and check out (by phone) was super easy,0.3466452658176422,0.001,0.001,0.95546013,0.9701394,0.949147,0.3466452658176422,0.001,0.001
159,159,159,"It was clean, no bed bugs, awesome location, and auper accommodating staff.","it was clean, no bed bugs, awesome location, and auper accommodating staff",0.001,0.4937276840209961,0.001,0.98585856,0.9860685,0.96719,0.001,0.4937276840209961,0.001
160,160,160,Clean rooms.,clean rooms,0.001,0.7229586839675903,0.001,0.8659847,0.89842474,0.91233045,0.001,0.7229586839675903,0.001
161,161,161,Great location.,great location,0.001,0.001,0.7220808267593384,0.8659847,0.89842474,0.91233045,0.001,0.001,0.7220808267593384
162,162,162,Terrible staff and room.,terrible staff and room,0.2919434309005737,0.2913956046104431,0.001,0.8909399,0.80402803,0.8830503,0.2919434309005737,0.2913956046104431,0.001
163,163,163,Our room had black mold as a result of prolonged leak from some room upstairs.,our room had black mold as a result of prolonged leak from some room upstairs,0.001,0.001,0.001,0.082322925,0.34136128,0.39223394,0.0,0.0,0.0
164,164,164,Staff didn't care and was less than sympathetic.,staff didn't care and was less than sympathetic,0.5308563113212585,0.001,0.001,0.47232676,0.5941437,0.8002614,0.0,0.0,0.0
165,165,165,I would never go back and would never recommend this hotel to anyone.,i would never go back and would never recommend this hotel to anyone,0.001,0.001,0.001,0.022720695,0.1994181,0.37436587,0.0,0.0,0.0
166,166,166,I enjoyed the whole Row experience.,i enjoyed the whole row experience,0.001,0.001,0.001,0.7108537,0.80720055,0.89303654,0.001,0.001,0.001
167,167,167,Our room was just right.....spotless and tranquil.,our room was just rightspotless and tranquil,0.001,0.4342008829116821,0.2337547689676285,0.8256531,0.84864426,0.88025475,0.001,0.4342008829116821,0.2337547689676285
168,168,168,"Loved the City Market...complimentary breakfast, the location, friendliness of their staff.","loved the city marketcomplimentary breakfast, the location, friendliness of their staff",0.3096511662006378,0.001,0.001,0.9843161,0.9776866,0.9667671,0.3096511662006378,0.001,0.001
169,169,169,Good view of city and was upgraded to a better room.,good view of city and was upgraded to a better room,0.001,0.6579611897468567,0.001,0.6799891,0.9065632,0.91589564,0.001,0.6579611897468567,0.001
170,170,170,Wonderful stay.,wonderful stay,0.001,0.001,0.001,0.8659847,0.89842474,0.91233045,0.001,0.001,0.001
171,171,171,"Pleasant staff, nice and simple (","pleasant staff, nice and simple (",0.8328680396080017,0.001,0.001,0.89798236,0.9565637,0.9298079,0.8328680396080017,0.001,0.001
172,172,172, trendy) hotel - right in the heart of it all.,trendy) hotel - right in the heart of it all,0.001,0.001,0.6040183901786804,0.9591561,0.9734638,0.9378753,0.001,0.001,0.6040183901786804
173,173,173,The front desk host was very professional and helpful.,the front desk host was very professional and helpful,0.6953005194664001,0.001,0.001,0.9704168,0.96895444,0.9616636,0.6953005194664001,0.001,0.001
174,174,174,Very clean and an awesome experience.,very clean and an awesome experience,0.001,0.3589373230934143,0.001,0.9823626,0.9698803,0.9473144,0.001,0.3589373230934143,0.001
175,175,175,Clean reasonable food and deink,clean reasonable food and deink,0.001,0.35675743222236633,0.2265519350767136,0.88327104,0.9399942,0.9320891,0.001,0.35675743222236633,0.2265519350767136
176,176,176,"Great location, nice room and lobby with good food","great location, nice room and lobby with good food",0.001,0.28327593207359314,0.001,0.8316264,0.9350821,0.9304067,0.001,0.28327593207359314,0.001
177,177,177,"Customer service where very rude , the rooms where dirty and the view really sucks theres only 1 windows in the rooms so u can barely see anything wasted my money here","customer service where very rude , the rooms where dirty and the view really sucks theres only 1 windows in the rooms so u can barely see anything wasted my money here",0.001,0.3534214794635773,0.001,0.010593921,0.07288483,0.16128033,0.0,0.0,0.0
178,178,178,"Disappointing in many ways: -Room is ""pre-war"" - not renovated like the lobby.","disappointing in many ways: -room is ""pre-war"" - not renovated like the lobby",0.001,0.001,0.001,0.73755294,0.8535762,0.8570533,0.001,0.001,0.001
179,179,179,-Bathroom is extremely small; I could barely fit in the space.,-bathroom is extremely small; i could barely fit in the space,0.31891757249832153,0.3459078073501587,0.001,0.5224749,0.5226822,0.7965619,0.31891757249832153,0.3459078073501587,0.001
180,180,180,-The mandatory $30/night hotel facility fee is a rip-off.,-the mandatory $30/night hotel facility fee is a rip-off,0.4571746587753296,0.001,0.001,0.6665628,0.85341823,0.837331,0.4571746587753296,0.001,0.001
181,181,181,It's just an excuse to ask for more money.,it's just an excuse to ask for more money,0.001,0.001,0.001,0.25342965,0.40137857,0.64918596,0.0,0.0,0.0
182,182,182,There were a series of unfortunate events such as not having a phone in our room and having the wrong dates booked for our stay.,there were a series of unfortunate events such as not having a phone in our room and having the wrong dates booked for our stay,0.001,0.001,0.001,0.25469577,0.42156148,0.64195824,0.0,0.0,0.0
183,183,183,Would not return.,would not return,0.001,0.001,0.001,0.8659847,0.89842474,0.91233045,0.001,0.001,0.001
184,184,184,We had one full size bed.,we had one full size bed,0.001,0.8327679634094238,0.001,0.8075607,0.88419664,0.8573749,0.001,0.8327679634094238,0.001
185,185,185,The bathroom was tiny and felt dirty.,the bathroom was tiny and felt dirty,0.001,0.5814974308013916,0.001,0.33127043,0.6017989,0.7754144,0.0,0.0,0.0
186,186,186,There was no TV channel list or anything about the hotel.,there was no tv channel list or anything about the hotel,0.001,0.3801411986351013,0.001,0.83357084,0.8640715,0.903163,0.001,0.3801411986351013,0.001
187,187,187,"When I walked on the carpet floor without any socks on, my feet instantly became very itchy.","when i walked on the carpet floor without any socks on, my feet instantly became very itchy",0.001,0.31731781363487244,0.001,0.25509533,0.55444163,0.7441804,0.0,0.0,0.0
188,188,188,"We asked for two extra pillows at the end of the night, and we each woke up with a pimple on our faces.","we asked for two extra pillows at the end of the night, and we each woke up with a pimple on our faces",0.001,0.2622365355491638,0.001,0.82096446,0.8867856,0.885539,0.001,0.2622365355491638,0.001
189,189,189,"Parking spaces are hard to find, due to being in Times Sq.","parking spaces are hard to find, due to being in times sq",0.001,0.001,0.22125594317913053,0.38051727,0.8436755,0.8329179,0.0,0.0,0.0
190,190,190,Queen bed had enough space for two people.,queen bed had enough space for two people,0.001,0.7153253555297852,0.001,0.84404993,0.892585,0.8803613,0.001,0.7153253555297852,0.001
191,191,191,"Stayed at the ROW NYC, location convenient to Times Square, and safe.","stayed at the row nyc, location convenient to times square, and safe",0.001,0.001,0.6175833344459534,0.91291356,0.9599204,0.9110702,0.001,0.001,0.6175833344459534
192,192,192,The lobby lounge was friendly and City Market was nice with lots of choices.,the lobby lounge was friendly and city market was nice with lots of choices,0.001,0.001,0.001,0.9677888,0.9770487,0.94507444,0.001,0.001,0.001
193,193,193,"Our room was clean and quiet, Will go back","our room was clean and quiet, will go back",0.001,0.5005701184272766,0.001,0.8439318,0.7324128,0.91234577,0.001,0.5005701184272766,0.001
194,194,194,Perfect location.,perfect location,0.001,0.001,0.7226921916007996,0.8659847,0.89842474,0.91233045,0.001,0.001,0.7226921916007996
195,195,195,Just enough space for a single person or couple in the full bed room.,just enough space for a single person or couple in the full bed room,0.001,0.5404995083808899,0.001,0.7104201,0.78877777,0.8100995,0.001,0.5404995083808899,0.001
196,196,196,"Indulge and take the NYC tour foe Uptown, Downtown and Staen Island Ferry.","indulge and take the nyc tour foe uptown, downtown and staen island ferry",0.001,0.001,0.5426973104476929,0.96263885,0.9582172,0.95452726,0.001,0.001,0.5426973104476929
197,197,197,Be sure to stop at the photo booth and take a few flicks and have them emailed to you.,be sure to stop at the photo booth and take a few flicks and have them emailed to you,0.001,0.001,0.001,0.89036065,0.88688767,0.925626,0.001,0.001,0.001
198,198,198,Totally awesome trip.,totally awesome trip,0.001,0.001,0.001,0.9745859,0.98267186,0.9691726,0.001,0.001,0.001
199,199,199,"When I arrived the reservation was wrong, booked one room with 2 double beds and was told it was for a room with one bed, after showing them my Groupon they agreed it was a mistake ","when i arrived the reservation was wrong, booked one room with 2 double beds and was told it was for a room with one bed, after showing them my groupon they agreed it was a mistake",0.001,0.2782488465309143,0.001,0.47091538,0.6883898,0.7600621,0.0,0.0,0.0
200,200,200," didn't have any double rooms available, they ended up giving us 2 rooms near each other for no additional cost which was great ","didn't have any double rooms available, they ended up giving us 2 rooms near each other for no additional cost which was great",0.001,0.4055497646331787,0.21532504260540009,0.90060914,0.94173044,0.90242785,0.001,0.4055497646331787,0.21532504260540009
201,201,201, the customer service I experienced later in the evening was awful!,the customer service i experienced later in the evening was awful!,0.001,0.001,0.001,0.16865912,0.20626971,0.46404472,0.0,0.0,0.0
202,202,202,Great location right by Times Square.,great location right by times square,0.001,0.001,0.7917330265045166,0.9334011,0.93455017,0.9108315,0.001,0.001,0.7917330265045166
203,203,203,I was 19 at the time and finding hotels with a minimum check in age of 18 was/is hard.,i was 19 at the time and finding hotels with a minimum check in age of 18 was/is hard,0.001,0.001,0.001,0.58697486,0.8116213,0.84334743,0.001,0.001,0.001
204,204,204,The hotel was just a few minutes away from Time Square.,the hotel was just a few minutes away from time square,0.001,0.001,0.5437499284744263,0.93049914,0.9293175,0.9220563,0.001,0.001,0.5437499284744263
205,205,205,I could see the H&M Tower from my room.,i could see the h&m tower from my room,0.001,0.001,0.001,0.87174195,0.8463295,0.85843885,0.001,0.001,0.001
206,206,206,"The room was small(could've been smaller so I'm not complaining), ","the room was small(could've been smaller so i'm not complaining),",0.001,0.4108692109584808,0.001,0.79357564,0.82442176,0.8680395,0.001,0.4108692109584808,0.001
207,207,207,It was very clean and the hotel staff was also great.,it was very clean and the hotel staff was also great,0.2642016112804413,0.2932379245758057,0.3586151301860809,0.9758537,0.9024068,0.9431113,0.2642016112804413,0.2932379245758057,0.3586151301860809
208,208,208,I would stay at this hotel again and again.,i would stay at this hotel again and again,0.001,0.001,0.001,0.70185596,0.77547216,0.88738704,0.001,0.001,0.001
209,209,209,Right in the middle of the theatre district and the onsite food court is very convenient!,right in the middle of the theatre district and the onsite food court is very convenient!,0.001,0.001,0.574185311794281,0.9606003,0.9553689,0.91773665,0.001,0.001,0.574185311794281
210,210,210,Service was exceptional.,service was exceptional,0.001,0.001,0.001,0.8659847,0.89842474,0.91233045,0.001,0.001,0.001
211,211,211,Staff very accommodating.,staff very accommodating,0.7234776616096497,0.001,0.001,0.8659847,0.89842474,0.91233045,0.7234776616096497,0.001,0.001
212,212,212,The cafeteria was diverse and offered many choices to eat.,the cafeteria was diverse and offered many choices to eat,0.001,0.001,0.001,0.74645984,0.862654,0.8930475,0.001,0.001,0.001
213,213,213,He helped get our room straight when we were put in the wrong one.,he helped get our room straight when we were put in the wrong one,0.001,0.001,0.001,0.2932711,0.5157858,0.73336005,0.0,0.0,0.0
214,214,214,Very clean and comfortable.,very clean and comfortable,0.001,0.7230522036552429,0.001,0.9141421,0.85725963,0.9022317,0.001,0.7230522036552429,0.001
215,215,215,Had a beautiful view of the city on the 25th floor.,had a beautiful view of the city on the 25th floor,0.001,0.6153460741043091,0.001,0.9453374,0.9752483,0.95065176,0.001,0.6153460741043091,0.001
216,216,216,Junior at check-in was great.,junior at check-in was great,0.001,0.001,0.5415120720863342,0.8659847,0.89842474,0.91233045,0.001,0.001,0.5415120720863342
217,217,217,Check out was easy.,check out was easy,0.001,0.001,0.3894529938697815,0.8659847,0.89842474,0.91233045,0.001,0.001,0.3894529938697815
218,218,218,The room needed a little repair.,the room needed a little repair,0.001,0.001,0.001,0.8611016,0.87767667,0.8847935,0.001,0.001,0.001
219,219,219,"There was duct tape on the corner of bed, the ""ergonomic"" desk chair was an old fold up chair and the heater made noise every time it kicked on.","there was duct tape on the corner of bed, the ""ergonomic"" desk chair was an old fold up chair and the heater made noise every time it kicked on",0.001,0.4698567688465118,0.001,0.1867283,0.60990345,0.7372803,0.0,0.0,0.0
220,220,220,Other than that would definitely stay there again.,other than that would definitely stay there again,0.001,0.001,0.001,0.98404956,0.9717462,0.9591607,0.001,0.001,0.001
221,221,221,I notice the price is better on the Row NYC website than the Groupon I purchased; so perhaps check the website to see if you can get a better price through the hotel.,i notice the price is better on the row nyc website than the groupon i purchased; so perhaps check the website to see if you can get a better price through the hotel,0.001,0.001,0.001,0.39284402,0.82813704,0.84613436,0.0,0.0,0.0
222,222,222,"The accommodations were lovely -- my girls said it was ""perfect for Millenials""","the accommodations were lovely -- my girls said it was ""perfect for millenials""",0.001,0.001,0.001,0.95617425,0.983101,0.9688739,0.001,0.001,0.001
223,223,223,"Location, location, location.","location, location, location",0.001,0.001,0.792133629322052,0.8659847,0.89842474,0.91233045,0.001,0.001,0.792133629322052
224,224,224,Very convenient to the Broadway theaters,very convenient to the broadway theaters,0.001,0.001,0.7231809496879578,0.9385823,0.96975493,0.93836737,0.001,0.001,0.7231809496879578
225,225,225,it is located near all major Times Square locations.,it is located near all major times square locations,0.001,0.001,0.8337246179580688,0.840354,0.91512454,0.88028556,0.001,0.001,0.8337246179580688
226,226,226,"The only negative I would say was the long line for the check in, other than that everything was perfect!","the only negative i would say was the long line for the check in, other than that everything was perfect!",0.001,0.001,0.3363553583621979,0.7607099,0.8743165,0.8730838,0.001,0.001,0.3363553583621979
227,227,227,We arrived early and were able to check in right away!,we arrived early and were able to check in right away!,0.001,0.001,0.2744426131248474,0.92158985,0.8747537,0.9159298,0.001,0.001,0.2744426131248474
228,228,228,Valet parking is worth it to save yourself the headache.,valet parking is worth it to save yourself the headache,0.2655225396156311,0.001,0.31083160638809204,0.35769987,0.7360776,0.8688651,0.0,0.0,0.0
229,229,229, it was really cute.,it was really cute,0.001,0.7210583686828613,0.001,0.85454094,0.9024324,0.9145053,0.001,0.7210583686828613,0.001
230,230,230,"clean, price except for add on daily charges","clean, price except for add on daily charges",0.001,0.2613561153411865,0.001,0.71519476,0.9109868,0.8706355,0.001,0.2613561153411865,0.001
231,231,231,"Clean rooms ,efficient staff ,great location.","clean rooms ,efficient staff ,great location",0.3097082078456879,0.3724457025527954,0.2461846619844437,0.8909399,0.80402803,0.8830503,0.3097082078456879,0.3724457025527954,0.2461846619844437
232,232,232,"Very convenient location, close to Times Square and theaters.","very convenient location, close to times square and theaters",0.001,0.001,0.8341463208198547,0.87943506,0.95957935,0.9117559,0.001,0.001,0.8341463208198547
233,233,233,It was clean and big enough to soak in.,it was clean and big enough to soak in,0.001,0.5967237949371338,0.001,0.8556273,0.91234285,0.9060191,0.001,0.5967237949371338,0.001
234,234,234,This is a huge plus for someone who lives with a stall shower and just wants to relax in a nice hot bubble bath.,this is a huge plus for someone who lives with a stall shower and just wants to relax in a nice hot bubble bath,0.001,0.3455424010753632,0.001,0.86310506,0.9171289,0.9163798,0.001,0.3455424010753632,0.001
235,235,235,"The room was very nice, location was VG.","the room was very nice, location was vg",0.001,0.5231341719627379,0.31051090359687805,0.81522834,0.8852269,0.8838111,0.001,0.5231341719627379,0.31051090359687805
236,236,236,Groupon will hit you for a booking fee and the hotel hits u for city hotel tax.,groupon will hit you for a booking fee and the hotel hits u for city hotel tax,0.001,0.32976651191711426,0.001,0.74867797,0.8565245,0.9078792,0.001,0.32976651191711426,0.001
237,237,237,"Check in was quite long of a wait, elevators seemed to work very slowly.","check in was quite long of a wait, elevators seemed to work very slowly",0.001,0.001,0.001,0.71809167,0.8629192,0.8883203,0.001,0.001,0.001
238,238,238,I had a very loud neighbor that talked until 2 - 3 in the morning.,i had a very loud neighbor that talked until 2 - 3 in the morning,0.001,0.001,0.20036980509758,0.5055204,0.73607004,0.77035755,0.001,0.001,0.20036980509758
239,239,239,"Hoping that they would settle down, that did not happen.","hoping that they would settle down, that did not happen",0.001,0.001,0.001,0.567619,0.7595073,0.8086469,0.001,0.001,0.001
240,240,240,I did contact security and they did handle it- within 30 - 40 minute window,i did contact security and they did handle it- within 30 - 40 minute window,0.001,0.001,0.2756046950817108,0.832989,0.70478976,0.7680459,0.001,0.001,0.2756046950817108
241,241,241,Rooms were clean.,rooms were clean,0.001,0.7229588031768799,0.001,0.8659847,0.89842474,0.91233045,0.001,0.7229588031768799,0.001
242,242,242,The only thing we did not expect was a total of $89.00 facility fee which I was not told about before booking.,the only thing we did not expect was a total of $8900 facility fee which i was not told about before booking,0.001,0.001,0.001,0.40780386,0.8069278,0.8059801,0.0,0.0,0.0
243,243,243,Great location and comfortable beds,great location and comfortable beds,0.001,0.5216899514198303,0.3445130884647369,0.94295746,0.9791993,0.9363663,0.001,0.5216899514198303,0.3445130884647369
244,244,244,Hotel is in a great location,hotel is in a great location,0.001,0.001,0.001,0.91598916,0.9765235,0.92947125,0.001,0.001,0.001
245,245,245,It was also very clean.,it was also very clean,0.001,0.7210392951965332,0.001,0.92886966,0.93908966,0.9167822,0.001,0.7210392951965332,0.001
246,246,246,I loved that the hotel was close to everything.,i loved that the hotel was close to everything,0.001,0.001,0.44345083832740784,0.6757418,0.90069073,0.8998716,0.001,0.001,0.44345083832740784
247,247,247,Check in was easy and painless.,check in was easy and painless,0.5416320562362671,0.001,0.2916596829891205,0.97046185,0.9638746,0.93163645,0.5416320562362671,0.001,0.2916596829891205
248,248,248, otherwise farely clean.,otherwise farely clean,0.001,0.3898316621780396,0.001,0.53665906,0.842468,0.8482319,0.001,0.3898316621780396,0.001
249,249,249,The bathroom mirror could use some fixing the silver mirror like base was coming off and you could see a brown based glue that was used to seal it together.,the bathroom mirror could use some fixing the silver mirror like base was coming off and you could see a brown based glue that was used to seal it together,0.001,0.2891363203525543,0.001,0.4429315,0.67599756,0.620139,0.0,0.0,0.0
250,250,250,Bathroom could have been a little cleaner.,bathroom could have been a little cleaner,0.001,0.4945501983165741,0.001,0.8675524,0.8706611,0.86843246,0.001,0.4945501983165741,0.001
251,251,251,The location was perfect for us.,the location was perfect for us,0.001,0.001,0.7227271199226379,0.96407914,0.9800215,0.9412091,0.001,0.001,0.7227271199226379
252,252,252,The hotel was near everywhere we wanted to go.,the hotel was near everywhere we wanted to go,0.001,0.001,0.8605009913444519,0.84124184,0.9096062,0.92658305,0.001,0.001,0.8605009913444519
253,253,253,Easy check-in process,easy check-in process,0.001,0.001,0.2917051017284393,0.7783617,0.8106488,0.87456954,0.001,0.001,0.2917051017284393
254,254,254,"was clean, nice looking, convenient, inexpensive, easy transition for check in and check in of bags.","was clean, nice looking, convenient, inexpensive, easy transition for check in and check in of bags",0.001,0.001,0.407463401556015,0.91225886,0.922195,0.9364191,0.001,0.001,0.407463401556015
255,255,255,Only negative I would have to say is the hallway is a little tight.,only negative i would have to say is the hallway is a little tight,0.001,0.001,0.001,0.7707155,0.8441212,0.8165114,0.001,0.001,0.001
256,256,256,We had a 2 bed bit for 4 people we would have preferred a little more room.,we had a 2 bed bit for 4 people we would have preferred a little more room,0.001,0.3757602274417877,0.001,0.79163086,0.83769834,0.85053474,0.001,0.3757602274417877,0.001
257,257,257,We were supposed to have a city view room!,we were supposed to have a city view room!,0.001,0.41384682059288025,0.001,0.9325796,0.94433886,0.93495476,0.001,0.41384682059288025,0.001
258,258,258,Location - close to all NYC has to offfer,location - close to all nyc has to offfer,0.001,0.001,0.7240532636642456,0.39958435,0.8794689,0.88110113,0.0,0.0,0.0
259,259,259,Access to Time Square and City Kitche,access to time square and city kitche,0.5847954750061035,0.001,0.001,0.63702965,0.8731245,0.91496736,0.5847954750061035,0.001,0.001
260,260,260,There's a bar in the hotel and city kitchen is connected to the hotel.,there's a bar in the hotel and city kitchen is connected to the hotel,0.001,0.001,0.001,0.95258975,0.94883066,0.9115051,0.001,0.001,0.001
261,261,261,Great location and hotel room very clean,great location and hotel room very clean,0.001,0.4355791509151459,0.452634185552597,0.90286005,0.8602026,0.9068886,0.001,0.4355791509151459,0.452634185552597
262,262,262,"In the theater district, walking distance to Radio City, Time Square and Rockefeller Center.","in the theater district, walking distance to radio city, time square and rockefeller center",0.001,0.001,0.834173858165741,0.9652885,0.9543691,0.9389886,0.001,0.001,0.834173858165741
263,263,263,Plus subway 1 block away to get to anywhere else you wanted to go.,plus subway 1 block away to get to anywhere else you wanted to go,0.001,0.001,0.68524169921875,0.9250861,0.91697717,0.91549754,0.001,0.001,0.68524169921875
264,264,264,The location & ambience - hip and dynamic!,the location & ambience - hip and dynamic!,0.001,0.001,0.5420210957527161,0.9301194,0.95974326,0.9353924,0.001,0.001,0.5420210957527161
265,265,265,comfortable and room had good storage space for clothes and accessories,comfortable and room had good storage space for clothes and accessories,0.001,0.755048930644989,0.001,0.9561076,0.97195363,0.93460584,0.001,0.755048930644989,0.001
266,266,266,:) I can not say enough about how wonderful this hotel is!,:) i can not say enough about how wonderful this hotel is!,0.001,0.001,0.001,0.96511424,0.9813987,0.95931876,0.001,0.001,0.001
267,267,267,Living on Long Island I never HAVE to stay in NYC ,living on long island i never have to stay in nyc,0.001,0.001,0.001,0.06363532,0.3279251,0.7078792,0.0,0.0,0.0
268,268,268,This will ALWAYS be my hotel choice and I suggest you try it out!,this will always be my hotel choice and i suggest you try it out!,0.001,0.001,0.001,0.60239446,0.8504534,0.9006188,0.001,0.001,0.001
269,269,269,right near theater district and restaurants,right near theater district and restaurants,0.001,0.001,0.8608984351158142,0.93726647,0.9546974,0.9321883,0.001,0.001,0.8608984351158142
270,270,270,We had two beds.,we had two beds,0.001,0.7225449085235596,0.001,0.8850839,0.90501827,0.90190744,0.001,0.7225449085235596,0.001
271,271,271,felt brand new in a great location,felt brand new in a great location,0.001,0.001,0.001,0.90391994,0.967886,0.94077194,0.001,0.001,0.001
272,272,272,"Location, lobby ammenities","location, lobby ammenities",0.001,0.5406978726387024,0.2915518283843994,0.88756526,0.9001071,0.906139,0.001,0.5406978726387024,0.2915518283843994
273,273,273,location is great for the broadway shows,location is great for the broadway shows,0.001,0.001,0.6329266428947449,0.9441079,0.9694312,0.93004775,0.001,0.001,0.6329266428947449
274,274,274,"the view form the room was nice, everything else was pretty subpar.","the view form the room was nice, everything else was pretty subpar",0.001,0.4660903513431549,0.001,0.8097419,0.7800355,0.8910316,0.001,0.4660903513431549,0.001
275,275,275,and there were stains all over the bathtub which was fairly gross.,and there were stains all over the bathtub which was fairly gross,0.001,0.8336146473884583,0.001,0.78374845,0.8643912,0.8584564,0.001,0.8336146473884583,0.001
276,276,276,Our room was ready upon check in and every clean.,our room was ready upon check in and every clean,0.001,0.001,0.001,0.8830483,0.866284,0.89718324,0.001,0.001,0.001
277,277,277,"the hotel is on a great spot, the lobby is cool ","the hotel is on a great spot, the lobby is cool",0.001,0.34015512466430664,0.26055464148521423,0.9672624,0.9667587,0.94366086,0.001,0.34015512466430664,0.26055464148521423
278,278,278,"the bed is very low to the floor, the tub was filthy and housekeeping will keep you up all morning being very loud.","the bed is very low to the floor, the tub was filthy and housekeeping will keep you up all morning being very loud",0.001,0.4512626230716705,0.001,0.09646618,0.32540435,0.37980574,0.0,0.0,0.0
279,279,279,Friendly check in staff.,friendly check in staff,0.7921969890594482,0.001,0.001,0.8517383,0.84200704,0.90508395,0.7921969890594482,0.001,0.001
280,280,280,Decent sized rooms with all the basics.,decent sized rooms with all the basics,0.001,0.6335363388061523,0.001,0.94359803,0.9531768,0.9116522,0.001,0.6335363388061523,0.001
281,281,281,"Location, location, location.","location, location, location",0.001,0.001,0.792134702205658,0.8659847,0.89842474,0.91233045,0.001,0.001,0.792134702205658
282,282,282,"The hotel associate, Reina, was very nice and helpful: my mom and I were able to get into the room earlier and that really made our trip more enjoyable and smooth.","the hotel associate, reina, was very nice and helpful: my mom and i were able to get into the room earlier and that really made our trip more enjoyable and smooth",0.001,0.001,0.001,0.9651975,0.9766977,0.9689619,0.001,0.001,0.001
283,283,283,"Second time here,and already have a reservation for January.","second time here,and already have a reservation for january",0.001,0.001,0.001,0.8075688,0.90970665,0.8912096,0.001,0.001,0.001
284,284,284,Love the way they updated an older building.,love the way they updated an older building,0.001,0.517745316028595,0.001,0.8991004,0.8981514,0.9183761,0.001,0.517745316028595,0.001
285,285,285,"Check in was easy, room was nice with view if several Broadway theaters.","check in was easy, room was nice with view if several broadway theaters",0.001,0.3636117577552795,0.3717890381813049,0.81766886,0.9230182,0.9027592,0.001,0.3636117577552795,0.3717890381813049
286,286,286,Will definitely stay there again.,will definitely stay there again,0.001,0.001,0.001,0.98483133,0.98129106,0.9757166,0.001,0.001,0.001
287,287,287,Loved how it was so close to everything in the city!,loved how it was so close to everything in the city!,0.001,0.001,0.5573015809059143,0.87940794,0.9463864,0.9153014,0.001,0.001,0.5573015809059143
288,288,288,Was very pleased with the hotel and the convenience of location,was very pleased with the hotel and the convenience of location,0.001,0.001,0.001,0.9673024,0.9734491,0.95619726,0.001,0.001,0.001
289,289,289,Would stay there again particularly for that price!,would stay there again particularly for that price!,0.001,0.2916035056114197,0.001,0.733197,0.76864755,0.9329283,0.001,0.2916035056114197,0.001
290,290,290,"rot problems with molding just covered in paint), ","rot problems with molding just covered in paint),",0.001,0.5259103775024414,0.001,0.75417584,0.7957292,0.8443625,0.001,0.5259103775024414,0.001
291,291,291, it didn't really bother us.,it didn't really bother us,0.001,0.001,0.001,0.7143317,0.83435273,0.8751657,0.001,0.001,0.001
292,292,292,I can just foresee these flaws coming up as bigger problems down the road because they were simply ignored.,i can just foresee these flaws coming up as bigger problems down the road because they were simply ignored,0.001,0.001,0.001,0.8410516,0.8304094,0.9092746,0.001,0.001,0.001
293,293,293,"Very Nice, Smells Great and Looks Clean","very nice, smells great and looks clean",0.001,0.7214239835739136,0.001,0.8659847,0.89842474,0.91233045,0.001,0.7214239835739136,0.001
294,294,294,Rooms were super small ,rooms were super small,0.001,0.7913231849670409,0.001,0.9372678,0.94465023,0.9238949,0.001,0.7913231849670409,0.001
295,295,295,"I really thought that it was wonderful, the rooms were a little small ","i really thought that it was wonderful, the rooms were a little small",0.001,0.442450612783432,0.001,0.83910286,0.86215055,0.8814894,0.001,0.442450612783432,0.001
